receipt_date,cumulative_total
2023-07-31,228641.3
2023-07-31,229141.3
2023-07-31,229166.3
2023-07-31,229266.3
2023-07-31,229766.3
2023-07-31,230016.3
2023-07-31,230116.3
2023-07-31,230366.3
2023-07-31,230866.3
2023-07-31,231366.3
2023-07-31,231466.3
2023-07-31,232466.3
2023-07-31,232966.3
2023-07-31,233966.3
2023-07-31,234216.3
2023-07-31,234716.3
2023-07-31,234741.3
2023-07-31,235741.3
2023-07-31,236241.3
2023-07-31,236491.3
2023-07-31,236991.3
2023-07-31,237091.3
2023-07-31,237591.3
2023-07-31,238091.3
2023-07-31,239091.3
2023-07-31,239341.3
2023-07-31,239541.3
2023-07-31,239791.3
2023-07-31,239891.3
2023-07-31,240141.3
2023-07-31,240641.3
2023-07-31,240891.3
2023-08-01,241141.3
2023-08-01,241391.3
2023-08-01,241891.3
2023-08-01,242391.3
2023-08-01,242891.3
2023-08-01,243391.3
2023-08-01,243641.3
2023-08-01,243901.3
2023-08-02,244151.3
2023-08-02,244401.3
2023-08-02,244651.3
2023-08-02,245115.3
2023-08-02,247115.3
2023-08-02,249115.3
2023-08-03,249365.3
2023-08-04,249415.3
2023-08-04,249515.3
2023-08-04,249765.3
2023-08-04,250265.3
2023-08-04,250315.3
2023-08-04,250565.3
2023-08-05,250665.3
2023-08-05,251075.3
2023-08-06,252075.3
2023-08-07,252575.3
2023-08-07,252675.3
2023-08-07,253675.3
2023-08-07,253875.3
2023-08-08,254025.3
2023-08-08,254275.3
2023-08-08,254525.3
2023-08-08,254775.3
2023-08-09,255775.3
2023-08-09,256775.3
2023-08-10,257275.3
2023-08-10,257525.3
2023-08-10,258025.3
2023-08-10,258275.3
2023-08-10,258525.3
2023-08-10,259487.3
2023-08-11,259667.3
2023-08-12,259767.3
2023-08-12,260267.3
2023-08-12,260367.3
2023-08-12,260377.3
2023-08-12,260627.3
2023-08-13,260877.3
2023-08-13,263277.3
2023-08-13,265677.3
2023-08-13,265927.3
2023-08-13,266427.3
2023-08-13,266527.3
2023-08-14,267027.3
2023-08-14,269427.3
2023-08-14,270427.3
2023-08-14,270677.3
2023-08-14,270687.3
2023-08-14,271687.3
2023-08-15,271937.3
2023-08-15,272437.3
2023-08-15,272687.3
2023-08-15,272937.3
2023-08-15,275337.3
2023-08-15,276017.3
2023-08-15,276117.3
2023-08-16,276417.3
2023-08-16,276667.3
2023-08-16,276917.3
2023-08-16,277117.3
2023-08-16,277617.3
2023-08-17,278617.3
2023-08-17,278867.3
2023-08-17,279367.3
2023-08-17,280367.3
2023-08-17,280617.3
2023-08-17,281117.3
2023-08-17,281617.3
2023-08-17,281867.3
2023-08-17,282367.3
2023-08-17,282617.3
2023-08-17,282717.3
2023-08-17,282967.3
2023-08-17,283167.3
2023-08-17,283267.3
2023-08-17,283517.3
2023-08-17,285517.3
2023-08-18,285667.3
2023-08-18,286667.3
2023-08-18,286917.3
2023-08-18,287167.3
2023-08-18,288167.3
2023-08-18,289167.3
2023-08-19,289417.3
2023-08-19,289667.3
2023-08-19,289917.3
2023-08-19,290167.3
2023-08-19,292495.3
2023-08-19,292995.3
2023-08-20,293245.3
2023-08-20,293745.3
2023-08-21,293995.3
2023-08-21,294195.3
2023-08-21,294445.3
2023-08-21,294695.3
2023-08-21,294945.3
2023-08-21,295445.3
2023-08-21,295945.3
2023-08-22,296195.3
2023-08-22,296445.3
2023-08-22,296695.3
2023-08-22,297695.3
2023-08-22,298195.3
2023-08-22,298345.3
2023-08-22,298845.3
2023-08-22,298855.3
2023-08-22,299105.3
2023-08-22,299355.3
2023-08-23,299605.3
2023-08-23,299705.3
2023-08-23,299889.78
2023-08-23,299975.11
2023-08-23,300075.11
2023-08-23,300275.11
2023-08-23,300525.11
2023-08-23,300725.11
2023-08-23,301698.11
2023-08-24,301798.11
2023-08-24,302048.11
2023-08-24,302298.11
2023-08-25,302798.11
2023-08-25,303048.11
2023-08-25,303548.11
2023-08-25,304048.11
2023-08-25,304298.11
2023-08-25,305298.11
2023-08-25,305598.11
2023-08-25,306598.11
2023-08-25,306698.11
2023-08-25,306798.11
2023-08-26,307048.11
2023-08-26,307298.11
2023-08-26,307548.11
2023-08-26,307878.11
2023-08-27,307978.11
2023-08-27,308078.11
2023-08-28,308328.11
2023-08-28,308378.11
2023-08-28,308628.11
2023-08-28,311028.11
2023-08-28,311528.11
2023-08-28,312528.11
2023-08-28,313028.11
2023-08-29,313528.11
2023-08-29,313778.11
2023-08-29,314028.11
2023-08-29,316428.11
2023-08-29,316678.11
2023-08-29,318105.11
2023-08-30,318355.11
2023-08-30,318380.11
2023-08-30,318630.11
2023-08-31,319130.11
2023-08-31,319380.11
2023-08-31,319505.11
2023-08-31,320005.11
2023-08-31,322005.11
2023-08-31,322105.11
2023-08-31,322155.11
2023-08-31,322655.11
2023-08-31,322905.11
2023-08-31,323005.11
2023-08-31,323055.11
2023-08-31,325455.11
2023-08-31,325555.11
2023-08-31,326555.11
2023-08-31,327555.11
2023-09-01,328055.11
2023-09-01,328715.11
2023-09-01,329215.11
2023-09-02,329465.11
2023-09-03,329965.11
2023-09-03,330510.11
2023-09-04,330610.11
2023-09-04,330710.11
2023-09-04,333110.11
2023-09-04,333260.11
2023-09-05,333760.11
2023-09-06,334910.11
2023-09-07,335010.11
2023-09-07,335510.11
2023-09-07,335510.97
2023-09-08,336510.97
2023-09-08,336760.97
2023-09-10,337760.97
2023-09-10,337770.97
2023-09-10,337880.97
2023-09-10,338867.97
2023-09-12,339867.97
2023-09-12,340117.97
2023-09-12,340217.97
2023-09-12,340342.97
2023-09-12,340842.97
2023-09-12,340852.97
2023-09-12,340977.97
2023-09-13,341227.97
2023-09-13,341685.97
2023-09-13,342185.97
2023-09-14,342195.97
2023-09-14,342245.97
2023-09-14,342255.97
2023-09-15,344655.97
2023-09-15,347055.97
2023-09-15,349455.97
2023-09-15,351855.97
2023-09-15,354255.97
2023-09-15,354270.97
2023-09-16,354770.97
2023-09-16,355270.97
2023-09-16,356831.97
2023-09-17,357081.97
2023-09-18,357581.97
2023-09-18,357681.97
2023-09-19,357806.97
2023-09-19,358306.97
2023-09-19,358806.97
2023-09-19,358931.97
2023-09-19,359181.97
2023-09-19,359431.97
2023-09-19,359649.11
2023-09-19,360149.11
2023-09-20,360399.11
2023-09-20,360424.11
2023-09-20,361424.11
2023-09-20,361524.11
2023-09-20,361624.11
2023-09-21,361874.11
2023-09-21,362124.11
2023-09-21,363124.11
2023-09-21,363624.11
2023-09-21,363874.11
2023-09-21,365204.11
2023-09-21,365704.11
2023-09-22,365714.11
2023-09-25,365964.11
2023-09-25,366214.11
2023-09-25,366464.11
2023-09-25,366714.11
2023-09-25,366964.11
2023-09-25,367214.11
2023-09-25,367464.11
2023-09-25,367714.11
2023-09-26,370114.11
2023-09-26,372514.11
2023-09-26,374514.11
2023-09-26,374564.11
2023-09-26,375064.11
2023-09-26,377077.11
2023-09-26,377102.11
2023-09-27,377202.11
2023-09-27,379602.11
2023-09-27,382002.11
2023-09-27,384402.11
2023-09-27,384652.11
2023-09-27,384902.11
2023-09-27,385002.11
2023-09-28,385022.11
2023-09-28,385047.11
